task_id,correct_shape,correct_size,generated_shape,generated_size,accuracy,failed,error_type,correct_grid,generated_grid,source_file,shape_match,size_diff,size_ratio
4c5c2cf0,"(15, 15)",225,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 4 0 4 0 0 0 0 0 0 0
0 0 0 0 0 4 0 4 0 0 0 0 0 0 0
0 0 0 4 4 0 0 0 4 4 0 0 0 0 0
0 0 0 0 4 0 0 0 4 0 0 0 0 0 0
0 0 4 0 4 4 0 4 4 0 4 0 0 0 0
0 0 0 4 0 7 0 7 0 4 0 0 0 0 0
0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
0 0 0 4 0 7 0 7 0 4 0 0 0 0 0
0 0 4 0 4 4 0 4 4 0 4 0 0 0 0
0 0 0 0 4 0 0 0 4 0 0 0 0 0 0
0 0 0 4 4 0 0 0 4 4 0 0 0 0 0
0 0 0 0 0 4 0 4 0 0 0 0 0 0 0
0 0 0 0 0 4 0 4 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,183.0,0.18666666666666668
508bd3b6,"(12, 12)",144,"(1, 42)",42.0,0.0,False,,"0 0 0 8 0 0 0 0 2 2 2 2
0 0 0 0 8 0 0 0 2 2 2 2
0 0 0 0 0 3 0 0 2 2 2 2
0 0 0 0 0 0 3 0 2 2 2 2
0 0 0 0 0 0 0 3 2 2 2 2
0 0 0 0 0 0 3 0 2 2 2 2
0 0 0 0 0 3 0 0 2 2 2 2
0 0 0 0 3 0 0 0 2 2 2 2
0 0 0 3 0 0 0 0 2 2 2 2
0 0 3 0 0 0 0 0 2 2 2 2
0 3 0 0 0 0 0 0 2 2 2 2
3 0 0 0 0 0 0 0 2 2 2 2",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,102.0,0.2916666666666667
50cb2852,"(14, 13)",182,"(1, 42)",42.0,0.0,False,,"0 1 1 1 1 1 0 0 0 0 0 0 0
0 1 8 8 8 1 0 0 1 1 1 0 0
0 1 8 8 8 1 0 0 1 8 1 0 0
0 1 1 1 1 1 0 0 1 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 2 2 2 2 2 0 0 0 0 0
0 0 2 8 8 8 8 2 0 0 0 0 0
0 0 2 8 8 8 8 2 0 3 3 3 3
0 0 2 8 8 8 8 2 0 3 8 8 3
0 0 2 8 8 8 8 2 0 3 8 8 3
0 0 2 2 2 2 2 2 0 3 8 8 3
0 0 0 0 0 0 0 0 0 3 8 8 3
0 0 0 0 0 0 0 0 0 3 8 8 3
0 0 0 0 0 0 0 0 0 3 3 3 3",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 0 0 0 1 1 1 0 0 0 0 2 2 2 2 2 0 0 0 1 1,llada_parallel.out,False,140.0,0.23076923076923078
5117e062,"(3, 3)",9,"(3, 13)",39.0,0.0,False,,"0 7 7
7 7 7
0 7 0","0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,30.0,4.333333333333333
5168d44c,"(7, 17)",119,"(3, 17)",51.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0
3 0 3 0 3 0 3 0 3 2 3 2 3 0 3 0 3
0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0",llada_parallel.out,False,68.0,0.42857142857142855
539a4f51,"(10, 10)",100,"(4, 10)",40.0,0.0,False,,"7 7 3 2 2 7 7 3 2 2
7 7 3 2 2 7 7 3 2 2
3 3 3 2 2 7 7 3 2 2
2 2 2 2 2 7 7 3 2 2
2 2 2 2 2 7 7 3 2 2
7 7 7 7 7 7 7 3 2 2
7 7 7 7 7 7 7 3 2 2
3 3 3 3 3 3 3 3 2 2
2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2","7 7 3 2 2 7 7 3 2 2
7 7 3 2 2 7 7 3 2 2
3 3 3 2 2 3 3 3 2 2
2 2 2 2 2 2 2 2 2 2 2 2",llada_parallel.out,False,60.0,0.4
53b68214,"(10, 10)",100,"(6, 10)",60.0,0.0,False,,"0 0 0 0 6 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0
0 0 0 0 6 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0
0 0 0 0 6 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0
0 0 0 0 6 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0
0 0 0 0 6 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0","0 0 0 0 6 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0
0 0 0 0 6 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0
0
0",llada_parallel.out,False,40.0,0.6
543a7ed5,"(15, 15)",225,"(3, 15)",45.0,0.0,False,,"8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 3 3 3 3 3 8 8
8 3 3 3 3 3 3 8 3 6 6 6 3 8 8
8 3 6 6 6 6 3 8 3 6 6 6 3 8 8
8 3 6 4 4 6 3 8 3 6 4 6 3 8 8
8 3 6 4 4 6 3 8 3 6 4 6 3 8 8
8 3 6 6 6 6 3 8 3 6 4 6 3 8 8
8 3 3 3 3 3 3 8 3 6 6 6 3 8 8
8 8 8 8 8 8 8 8 3 3 3 3 3 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 3 3 3 3 3 3 3 3 3 8 8 8
8 8 8 3 6 6 6 6 6 6 6 3 8 8 8
8 8 8 3 6 6 4 4 6 6 6 3 8 8 8
8 8 8 3 6 6 6 6 6 6 6 3 8 8 8
8 8 8 3 3 3 3 3 3 3 3 3 8 8 8","8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 8 8 8 8 8 8 8 8",llada_parallel.out,False,180.0,0.2
54d82841,"(7, 11)",77,"(6, 8)",48.0,0.0,False,,"0 5 5 5 0 0 0 0 0 0 0
0 5 0 5 0 8 8 8 0 0 0
0 0 0 0 0 8 0 8 3 3 3
0 0 0 0 0 0 0 0 3 0 3
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 4 0 0 0 4 0 0 4 0","0 5 5 5 0 0 0 0
0 5 0 5 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 4 0 0
0 0 4 0 0",llada_parallel.out,False,29.0,0.6233766233766234
54d9e175,"(7, 11)",77,"(4, 11)",44.0,0.0,False,,"7 7 7 5 8 8 8 5 9 9 9
7 7 7 5 8 8 8 5 9 9 9
7 7 7 5 8 8 8 5 9 9 9
5 5 5 5 5 5 5 5 5 5 5
6 6 6 5 6 6 6 5 8 8 8
6 6 6 5 6 6 6 5 8 8 8
6 6 6 5 6 6 6 5 8 8 8","5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5 5 5
5 5 5 5 5 5 5 5 5",llada_parallel.out,False,33.0,0.5714285714285714
5521c0d9,"(15, 15)",225,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 0 0 0 0 0 0 0 0 0 0 0
2 2 2 2 0 4 4 4 0 0 0 0 0 0 0
2 2 2 2 0 4 4 4 0 0 0 0 0 0 0
2 2 2 2 0 4 4 4 0 0 0 0 0 0 0
2 2 2 2 0 4 4 4 0 0 0 0 0 0 0
2 2 2 2 0 4 4 4 0 0 0 0 0 0 0
0 0 0 0 0 4 4 4 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,183.0,0.18666666666666668
5582e5ca,"(3, 3)",9,"(3, 3)",9.0,100.0,False,,"8 8 8
8 8 8
8 8 8","8 8 8
8 8 8
8 8 8",llada_parallel.out,True,0.0,1.0
5614dbcf,"(3, 3)",9,"(14, 3)",42.0,0.0,False,,"4 0 0
0 3 0
0 9 0","4 0 0
5 4 0
4 5 0
0 0 5
0 0 0
0 0 0
0 0 5
0 0 0
0 0 0
0 0 5
0 0 0
0 0 0
0 0 5
0 0 0",llada_parallel.out,False,33.0,4.666666666666667
56dc2b01,"(4, 18)",72,"(4, 11)",44.0,0.0,False,,"0 0 0 0 2 0 3 3 8 0 0 0 0 0 0 0 0 0
0 0 0 0 2 3 0 3 8 0 0 0 0 0 0 0 0 0
0 0 0 0 2 3 3 3 8 0 0 0 0 0 0 0 0 0
0 0 0 0 2 3 0 0 8 0 0 0 0 0 0 0 0 0","0 0 0 0 0 8 0 3 0 0 2
0 0 0 0 0 8 0 3 3 3 2
0 0 0 0 0 8 3 3 0 0 2
0 0 0 0 0 8 0 3 2",llada_parallel.out,False,28.0,0.6111111111111112
56ff96f3,"(9, 8)",72,"(7, 6)",42.0,0.0,False,,"8 8 8 0 0 0 0 0
8 8 8 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 6 6 6 6 6 0 0
0 6 6 6 6 6 0 0
0 6 6 6 6 6 0 0
0 6 6 6 6 6 0 0
0 0 0 0 0 0 0 0","8 0 0 0 0 0
0 8 0 0 0 0
0 0 0 0 0 0
0 0 0 6 0 0
0 0 0 0 0 0
0 0 0 0 0 0
6 0 0 0 0 0",llada_parallel.out,False,30.0,0.5833333333333334
5ad4f10b,"(3, 3)",9,"(2, 24)",48.0,0.0,False,,"4 0 4
0 4 4
0 0 4","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,39.0,5.333333333333333
5bd6f4ac,"(3, 3)",9,"(14, 3)",42.0,0.0,False,,"5 8 9
0 9 0
9 2 0","0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0",llada_parallel.out,False,33.0,4.666666666666667
5c0a986e,"(10, 10)",100,"(1, 42)",42.0,0.0,False,,"0 0 0 1 0 0 0 0 0 0
0 0 0 0 1 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0
0 0 0 0 0 0 1 1 0 0
0 0 0 0 0 0 1 1 0 0
0 0 2 2 0 0 0 0 0 0
0 0 2 2 0 0 0 0 0 0
0 0 0 0 2 0 0 0 0 0
0 0 0 0 0 2 0 0 0 0
0 0 0 0 0 0 2 0 0 0",1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0,llada_parallel.out,False,58.0,0.42
5daaa586,"(12, 10)",120,"(1, 42)",42.0,0.0,False,,"1 3 3 3 3 3 3 3 3 2
1 0 0 0 0 0 0 0 0 2
1 1 1 1 1 1 1 1 0 2
1 0 0 0 0 0 0 0 0 2
1 1 1 1 1 1 0 0 0 2
1 1 1 1 1 1 1 1 0 2
1 1 1 1 1 1 1 0 0 2
1 1 0 0 0 0 0 0 0 2
1 1 1 1 1 0 0 0 0 2
1 0 0 0 0 0 0 0 0 2
1 0 0 0 0 0 0 0 0 2
8 8 8 8 8 8 8 8 8 8",3 1 1 1 1 1 1 1 1 1 1 8 3 0 0 0 0 0 0 0 0 0 0 8 3 0 0 0 0 0 0 0 0 0 0 8 3 0 0 0 0 0,llada_parallel.out,False,78.0,0.35
60b61512,"(9, 9)",81,"(5, 9)",45.0,0.0,False,,"0 0 0 0 0 0 0 0 0
0 0 7 7 4 0 0 0 0
0 0 4 4 7 0 0 0 0
0 0 4 7 7 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 4 7 7 0
0 0 0 0 0 4 4 4 0
0 0 0 0 0 7 4 7 0","0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0",llada_parallel.out,False,36.0,0.5555555555555556
6150a2bd,"(3, 3)",9,"(3, 3)",9.0,44.44,False,,"0 0 4
0 8 6
5 3 6","0 3 5
0 8 6
4 0 0",llada_parallel.out,True,0.0,1.0
623ea044,"(17, 17)",289,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0
0 0 0 0 0 0 0 0 0 0 6 0 0 0 6 0 0
0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0
0 0 0 0 0 0 0 0 0 0 6 0 0 0 6 0 0
0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0
0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,247.0,0.1453287197231834
62c24649,"(6, 6)",36,"(7, 6)",42.0,0.0,False,,"1 1 0 0 1 1
0 3 2 2 3 0
3 3 0 0 3 3
3 3 0 0 3 3
0 3 2 2 3 0
1 1 0 0 1 1","1 1 0 0 1 1
0 3 2 2 3 0
3 3 0 0 3 3
1 1 0 0 1 1
0 3 2 2 3 0
3 3 0 0 3 3
1 1 0 0 1 1",llada_parallel.out,False,6.0,1.1666666666666667
63613498,"(10, 10)",100,"(1, 42)",42.0,0.0,False,,"0 0 0 5 0 0 0 6 0 0
2 2 2 5 0 0 0 6 6 0
0 0 2 5 0 0 0 6 0 0
5 5 5 5 0 3 0 0 0 0
0 0 0 0 0 3 0 0 0 0
0 0 0 0 0 3 3 0 0 0
8 8 8 0 0 0 0 0 4 0
8 0 0 0 0 0 0 0 4 0
0 0 0 0 5 5 5 0 4 0
0 0 0 0 0 0 5 0 0 0",0 0 0 5 0 0 0 6 0 0 2 2 2 5 0 0 0 6 6 0 0 0 2 5 0 0 0 6 0 0 5 5 5 5 0 3 0 0 0 0 0 0,llada_parallel.out,False,58.0,0.42
6430c8c4,"(4, 4)",16,"(8, 4)",32.0,0.0,False,,"0 0 0 0
3 0 0 0
0 3 0 0
0 0 0 3","0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0",llada_parallel.out,False,16.0,2.0
6455b5f5,"(13, 16)",208,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2
1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
8 8 8 2 0 0 0 0 0 0 2 8 2 0 0 0
2 2 2 2 0 0 0 0 0 0 2 8 2 0 0 0
8 8 8 2 0 0 0 0 0 0 2 8 2 0 0 0",0 0 0 2 8 8 8 8 8 8 8 8 8 0 0 0 2 8 8 8 8 8 8 8 8 8 0 0 0 2 8 8 8 8 8 8 8 8 8 0 0 0,llada_parallel.out,False,166.0,0.20192307692307693
662c240a,"(3, 3)",9,"(14, 3)",42.0,0.0,False,,"5 4 4
4 5 4
4 5 4","5 4 4
4 5 4
4 5 4
3 3 2
3 3 2
2 2 3
1 1 1
1 8 8
1 8 8
8 8 8
8 8 8
8 8 8
8 8 8
8 8 8",llada_parallel.out,False,33.0,4.666666666666667
67385a82,"(5, 5)",25,"(5, 5)",25.0,100.0,False,,"8 0 8 0 3
8 8 8 0 0
0 0 0 0 3
0 8 8 0 0
0 8 8 0 0","8 0 8 0 3
8 8 8 0 0
0 0 0 0 3
0 8 8 0 0
0 8 8 0 0",llada_parallel.out,True,0.0,1.0
673ef223,"(21, 12)",252,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0
2 8 8 8 8 8 8 8 4 0 0 0
2 8 8 8 8 8 8 4 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0
2 8 8 8 4 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 2
8 8 8 8 8 8 8 8 8 8 8 2
8 8 8 8 8 8 8 8 8 8 8 2
0 0 0 0 0 0 0 0 0 0 0 2
8 8 8 8 8 8 8 8 8 8 8 2
0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 8 0 0 0 2 0 0 0 0 0,llada_parallel.out,False,210.0,0.16666666666666666
6773b310,"(3, 3)",9,"(2, 21)",42.0,0.0,False,,"0 0 1
0 1 1
1 0 0","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,33.0,4.666666666666667
67a3c6ac,"(3, 3)",9,"(3, 3)",9.0,55.56,False,,"1 6 7
6 7 6
2 2 6","7 6 1
6 7 6
6 2 2",llada_parallel.out,True,0.0,1.0
67a423a3,"(12, 12)",144,"(4, 12)",48.0,0.0,False,,"0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 4 4 4 0 0
3 3 3 3 3 3 3 4 5 4 3 3
0 0 0 0 0 0 0 4 4 4 0 0
0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 5 0 0 0","4 4 4 4 4 4 4 4 4 4 4 0
4 4 4 4 4 4 4 4 4 4 4 2
4 4 4 4 4 4 4 4 4 4 4 0
0 0 5 0 0 0",llada_parallel.out,False,96.0,0.3333333333333333
67e8384a,"(6, 6)",36,"(7, 6)",42.0,0.0,False,,"1 6 6 6 6 1
5 2 2 2 2 5
2 2 2 2 2 2
2 2 2 2 2 2
5 2 2 2 2 5
1 6 6 6 6 1","1 6 6 6 6 1
5 2 2 2 2 5
2 2 2 2 2 2
1 6 6 6 6 1
1 6 6 6 6 1
5 2 2 2 2 5
2 2 2 2 2 2",llada_parallel.out,False,6.0,1.1666666666666667
681b3aeb,"(3, 3)",9,"(4, 10)",40.0,0.0,False,,"8 8 2
8 2 2
8 8 8","0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 16 0 0",llada_parallel.out,False,31.0,4.444444444444445
6855a6e4,"(15, 15)",225,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 2 2 2 2 2 2 2 0 0 0 0 0
0 0 0 2 0 0 0 0 0 2 0 0 0 0 0
0 0 0 0 5 5 0 5 5 0 0 0 0 0 0
0 0 0 0 0 5 5 5 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 5 5 5 5 5 0 0 0 0 0 0
0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
0 0 0 2 0 0 0 0 0 2 0 0 0 0 0
0 0 0 2 2 2 2 2 2 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,183.0,0.18666666666666668
68b16354,"(7, 7)",49,"(6, 7)",42.0,0.0,False,,"1 4 7 1 2 3 4
3 2 8 4 1 8 4
4 1 1 1 7 8 4
1 1 2 3 8 1 3
1 1 1 1 4 7 3
4 4 1 1 4 3 4
2 8 1 3 2 4 1","2 8 1 3 2 4 1
4 4 1 1 4 3 4
1 1 1 1 4 7 3
1 1 2 3 8 1 3
4 1 1 1 7 8 4
3 2 8 4 1 8 4",llada_parallel.out,False,7.0,0.8571428571428571
694f12f3,"(10, 10)",100,"(5, 10)",50.0,0.0,False,,"4 4 4 4 4 4 0 0 0 0
4 2 2 2 2 4 0 0 0 0
4 2 2 2 2 4 0 0 0 0
4 2 2 2 2 4 0 0 0 0
4 2 2 2 2 4 0 0 0 0
4 4 4 4 4 4 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 4 4 4 4 4 4
0 0 0 0 4 1 1 1 1 4
0 0 0 0 4 4 4 4 4 4","0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0",llada_parallel.out,False,50.0,0.5
6a1e5592,"(10, 15)",150,"(1, 42)",42.0,0.0,False,,"2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 1 2 2 2 2 1 2 1 2 2 1 2 2 2
2 1 1 2 2 2 1 1 1 2 2 1 1 1 2
0 1 0 0 0 0 1 1 1 0 0 1 1 1 1
0 1 1 0 0 0 1 1 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,llada_parallel.out,False,108.0,0.28
6b9890af,"(14, 14)",196,"(1, 42)",42.0,0.0,False,,"2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 3 3 3 3 0 0 0 0 3 3 3 3 2
2 3 3 3 3 0 0 0 0 3 3 3 3 2
2 3 3 3 3 0 0 0 0 3 3 3 3 2
2 3 3 3 3 0 0 0 0 3 3 3 3 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 0 0 0 0 3 3 3 3 0 0 0 0 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2",2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,llada_parallel.out,False,154.0,0.21428571428571427
6c434453,"(10, 10)",100,"(1, 40)",40.0,0.0,False,,"0 0 0 0 0 0 0 0 1 0
0 0 0 0 0 0 0 1 1 1
0 0 2 0 0 0 0 0 1 0
0 2 2 2 0 0 0 0 0 0
0 0 2 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 1 0 0
0 0 2 0 0 0 0 0 0 0
0 2 2 2 0 0 0 0 1 1
0 0 2 0 0 0 0 0 1 1",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,60.0,0.4
